Date,Day of Week,Time_(h),Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
2020-10-14,Wednesday,0,Visa,CVC,15,Online,Children,Russia,Russia,United Kingdom,M,58.6,Lloyds,True
2020-10-13,Tuesday,11,Visa,CVC,310,Online,Products,China,China,United Kingdom,F,55.4,Barclays,True
2020-10-14,Wednesday,17,Visa,PIN,12,ATM,Products,USA,USA,United Kingdom,F,37.4,Barclays,True
2020-10-13,Tuesday,13,MasterCard,CVC,18,Online,Gaming,Russia,Russia,United Kingdom,F,53.8,Monzo,True
2020-10-14,Wednesday,0,Visa,PIN,22,ATM,Children,USA,USA,United Kingdom,F,39.2,HSBC,True
2020-10-13,Tuesday,2,MasterCard,Tap,18,POS,Fashion,Russia,Russia,United Kingdom,M,46.9,Halifax,True
2020-10-13,Tuesday,16,Visa,PIN,25,POS,Electronics,United Kingdom,Russia,United Kingdom,M,41.2,Metro,True
2020-10-13,Tuesday,2,MasterCard,Tap,11,POS,Electronics,USA,USA,United Kingdom,F,33.8,Metro,True
2020-10-13,Tuesday,21,Visa,CVC,28,Online,Electronics,Russia,Russia,United Kingdom,F,50.7,RBS,True
2020-10-14,Wednesday,6,MasterCard,Tap,18,POS,Electronics,USA,USA,United Kingdom,M,49.1,Barlcays,True
2020-10-13,Tuesday,3,MasterCard,CVC,5,Online,Children,Russia,Russia,United Kingdom,F,32.4,Monzo,True
2020-10-14,Wednesday,6,MasterCard,PIN,22,ATM,Electronics,India,India,United Kingdom,F,32.0,Barlcays,True
2020-10-14,Wednesday,1,MasterCard,Tap,13,POS,Products,Russia,Russia,United Kingdom,M,55.5,Metro,True
2020-10-14,Wednesday,16,MasterCard,Tap,24,POS,Fashion,India,India,United Kingdom,M,54.7,Barclays,True
2020-10-14,Wednesday,18,Visa,Tap,26,POS,Subscription,China,China,United Kingdom,M,50.5,RBS,True
2020-10-13,Tuesday,0,Visa,Tap,20,POS,Gaming,USA,USA,United Kingdom,M,23.0,Halifax,True
2020-10-14,Wednesday,17,Visa,CVC,374,Online,Restaurant,India,India,United Kingdom,M,37.2,Halifax,True
2020-10-13,Tuesday,15,Visa,PIN,19,ATM,Children,China,China,United Kingdom,M,57.0,Barclays,True
2020-10-14,Wednesday,4,Visa,PIN,18,ATM,Fashion,USA,USA,United Kingdom,F,46.3,Barclays,True
2020-10-13,Tuesday,6,MasterCard,PIN,310,POS,Services,India,India,United Kingdom,F,36.9,Barlcays,True
2020-10-13,Tuesday,0,Visa,Tap,9,POS,Fashion,USA,USA,United Kingdom,M,53.8,Barclays,True
2020-10-14,Wednesday,2,MasterCard,CVC,26,Online,Food,Russia,Russia,United Kingdom,F,34.8,HSBC,True
2020-10-14,Wednesday,22,Visa,PIN,24,ATM,Gaming,Russia,Russia,United Kingdom,F,56.4,Metro,True
2020-10-14,Wednesday,0,MasterCard,PIN,13,ATM,Electronics,Russia,Russia,United Kingdom,M,61.3,Barclays,True
2020-10-13,Tuesday,0,Visa,Tap,15,POS,Products,India,India,United Kingdom,M,45.5,Monzo,True
2020-10-14,Wednesday,1,Visa,PIN,349,ATM,Services,India,India,United Kingdom,M,43.2,Monzo,True
2020-10-14,Wednesday,4,MasterCard,Tap,21,POS,Children,Russia,Russia,United Kingdom,M,66.6,Barclays,True
2020-10-13,Tuesday,6,Visa,PIN,8,ATM,Electronics,India,India,United Kingdom,F,61.6,Monzo,True
2020-10-13,Tuesday,8,MasterCard,Tap,22,POS,Gaming,China,China,United Kingdom,F,38.2,HSBC,True
2020-10-13,Tuesday,0,MasterCard,PIN,396,ATM,Fashion,USA,USA,United Kingdom,F,41.5,Barclays,True
2020-10-14,Wednesday,17,MasterCard,CVC,19,Online,Gaming,USA,USA,United Kingdom,M,54.2,Metro,True
2020-10-13,Tuesday,11,Visa,CVC,6,Online,Food,USA,USA,United Kingdom,F,43.3,Barlcays,True
2020-10-14,Wednesday,9,Visa,CVC,15,Online,Children,United Kingdom,USA,United Kingdom,F,27.5,HSBC,True
2020-10-13,Tuesday,2,Visa,PIN,21,ATM,Children,USA,USA,United Kingdom,M,55.1,HSBC,True
2020-10-13,Tuesday,2,MasterCard,Tap,5,POS,Children,India,India,United Kingdom,M,59.3,Monzo,True
2020-10-14,Wednesday,20,MasterCard,CVC,11,Online,Children,China,China,United Kingdom,M,39.5,Barclays,True
2020-10-13,Tuesday,1,Visa,PIN,5,ATM,Fashion,China,China,United Kingdom,M,48.2,Barclays,True
2020-10-14,Wednesday,5,MasterCard,Tap,5,POS,Restaurant,United Kingdom,India,United Kingdom,M,53.7,Metro,True
2020-10-13,Tuesday,2,Visa,Tap,22,POS,Food,USA,USA,United Kingdom,M,46.3,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,10,ATM,Fashion,United Kingdom,Russia,United Kingdom,F,45.8,RBS,True
2020-10-14,Wednesday,0,Visa,PIN,362,ATM,Entertainment,India,India,United Kingdom,M,45.7,HSBC,True
2020-10-13,Tuesday,3,MasterCard,CVC,12,Online,Subscription,USA,USA,United Kingdom,M,54.8,Monzo,True
2020-10-14,Wednesday,5,Visa,Tap,8,POS,Restaurant,USA,USA,United Kingdom,M,42.8,Metro,True
2020-10-14,Wednesday,10,Visa,PIN,5,ATM,Food,China,China,United Kingdom,F,34.6,Monzo,True
2020-10-14,Wednesday,18,MasterCard,CVC,19,Online,Fashion,Russia,Russia,United Kingdom,M,40.0,HSBC,True
2020-10-14,Wednesday,3,MasterCard,CVC,9,Online,Food,Russia,Russia,United Kingdom,F,36.3,Barlcays,True
2020-10-13,Tuesday,5,MasterCard,Tap,18,POS,Children,China,China,United Kingdom,F,56.4,Monzo,True
2020-10-13,Tuesday,14,Visa,PIN,352,ATM,Electronics,USA,USA,United Kingdom,M,36.8,HSBC,True
2020-10-13,Tuesday,23,MasterCard,PIN,24,ATM,Children,United Kingdom,USA,United Kingdom,F,39.3,Barclays,True
2020-10-14,Wednesday,12,Visa,CVC,160,Online,Fashion,China,China,United Kingdom,M,61.1,Metro,True
2020-10-13,Tuesday,10,Visa,CVC,217,Online,Electronics,China,China,United Kingdom,F,38.2,Halifax,True
2020-10-13,Tuesday,4,MasterCard,CVC,14,Online,Products,USA,United Kingdom,USA,M,45.3,RBS,True
2020-10-13,Tuesday,2,Visa,PIN,271,ATM,Food,Russia,Russia,United Kingdom,M,47.5,Monzo,True
2020-10-13,Tuesday,11,Visa,Tap,9,POS,Entertainment,Russia,Russia,United Kingdom,F,44.2,HSBC,True
2020-10-13,Tuesday,12,Visa,Tap,22,POS,Subscription,Russia,Russia,United Kingdom,M,56.6,RBS,True
2020-10-13,Tuesday,2,MasterCard,CVC,13,Online,Products,Russia,Russia,United Kingdom,F,24.7,Barclays,True
2020-10-13,Tuesday,6,Visa,PIN,7,ATM,Electronics,Russia,Russia,United Kingdom,M,53.0,Metro,True
2020-10-14,Wednesday,0,MasterCard,CVC,13,Online,Electronics,Russia,Russia,United Kingdom,M,56.1,Metro,True
2020-10-14,Wednesday,17,Visa,CVC,12,Online,Subscription,India,India,United Kingdom,F,39.0,Barclays,True
2020-10-13,Tuesday,13,MasterCard,Tap,28,POS,Children,China,China,United Kingdom,M,51.7,Halifax,True
2020-10-13,Tuesday,10,Visa,PIN,379,ATM,Electronics,Russia,Russia,United Kingdom,F,52.4,Barclays,True
2020-10-13,Tuesday,2,Visa,CVC,86,Online,Entertainment,China,China,United Kingdom,M,53.3,RBS,True
2020-10-13,Tuesday,5,MasterCard,CVC,10,Online,Food,China,China,United Kingdom,F,37.1,HSBC,True
2020-10-14,Wednesday,3,MasterCard,CVC,24,Online,Gaming,United Kingdom,Russia,United Kingdom,F,40.0,HSBC,True
2020-10-14,Wednesday,13,Visa,PIN,296,POS,Electronics,India,India,United Kingdom,M,48.1,Metro,True
2020-10-14,Wednesday,20,Visa,PIN,21,ATM,Subscription,Russia,Russia,United Kingdom,M,39.4,Halifax,True
2020-10-13,Tuesday,8,MasterCard,PIN,16,ATM,Electronics,United Kingdom,USA,United Kingdom,M,51.2,Halifax,True
2020-10-13,Tuesday,1,Visa,Tap,9,POS,Products,Russia,Russia,United Kingdom,F,36.2,Monzo,True
2020-10-14,Wednesday,15,MasterCard,CVC,20,Online,Gaming,India,India,United Kingdom,M,36.6,HSBC,True
2020-10-13,Tuesday,3,Visa,CVC,20,Online,Entertainment,China,China,United Kingdom,F,49.9,RBS,True
2020-10-13,Tuesday,1,Visa,CVC,7,Online,Children,United Kingdom,China,United Kingdom,F,52.3,RBS,True
2020-10-13,Tuesday,14,MasterCard,Tap,6,POS,Children,India,India,United Kingdom,F,45.2,Halifax,True
2020-10-14,Wednesday,1,Visa,Tap,25,POS,Children,India,India,United Kingdom,M,24.8,Barclays,True
2020-10-14,Wednesday,2,Visa,CVC,7,Online,Children,India,India,United Kingdom,M,57.9,Monzo,True
2020-10-13,Tuesday,12,Visa,PIN,8,ATM,Fashion,United Kingdom,Russia,United Kingdom,F,54.1,HSBC,True
2020-10-14,Wednesday,6,MasterCard,PIN,25,ATM,Fashion,India,India,United Kingdom,M,54.3,Monzo,True
2020-10-13,Tuesday,21,Visa,CVC,184,Online,Children,United Kingdom,Russia,United Kingdom,M,35.4,Lloyds,True
2020-10-13,Tuesday,20,Visa,PIN,22,ATM,Electronics,India,India,United Kingdom,F,51.9,Lloyds,True
2020-10-14,Wednesday,22,Visa,CVC,139,Online,Products,China,China,United Kingdom,F,52.4,Monzo,True
2020-10-13,Tuesday,9,MasterCard,CVC,7,Online,Subscription,USA,USA,United Kingdom,M,50.1,Barclays,True
2020-10-13,Tuesday,0,MasterCard,Tap,6,POS,Electronics,China,China,United Kingdom,M,31.7,Barclays,True
2020-10-13,Tuesday,0,MasterCard,CVC,17,Online,Fashion,USA,USA,United Kingdom,F,49.2,Metro,True
2020-10-14,Wednesday,0,MasterCard,Tap,14,POS,Products,India,India,United Kingdom,F,36.1,Barlcays,True
2020-10-14,Wednesday,18,Visa,PIN,8,ATM,Subscription,United Kingdom,Russia,United Kingdom,M,33.2,Barclays,True
2020-10-13,Tuesday,3,Visa,Tap,19,POS,Products,India,India,United Kingdom,M,37.1,Lloyds,True
2020-10-13,Tuesday,13,Visa,Tap,20,POS,Entertainment,United Kingdom,India,United Kingdom,M,35.5,Barlcays,True
2020-10-14,Wednesday,16,Visa,PIN,172,POS,Food,USA,USA,United Kingdom,M,38.0,Metro,True
2020-10-14,Wednesday,5,Visa,CVC,8,Online,Gaming,Russia,Russia,United Kingdom,M,53.4,HSBC,True
2020-10-13,Tuesday,20,Visa,CVC,308,Online,Electronics,United Kingdom,India,United Kingdom,M,50.2,Barclays,True
2020-10-14,Wednesday,21,MasterCard,Tap,28,POS,Products,Russia,Russia,United Kingdom,M,31.5,RBS,True
2020-10-13,Tuesday,1,MasterCard,PIN,27,ATM,Entertainment,China,China,United Kingdom,M,44.2,RBS,True
2020-10-13,Tuesday,4,MasterCard,PIN,341,ATM,Children,China,China,United Kingdom,F,33.2,Monzo,True
2020-10-13,Tuesday,0,MasterCard,CVC,102,Online,Food,USA,USA,United Kingdom,F,45.3,Lloyds,True
2020-10-14,Wednesday,23,Visa,CVC,287,Online,Electronics,USA,USA,United Kingdom,M,42.6,Barlcays,True
2020-10-13,Tuesday,16,MasterCard,PIN,16,ATM,Fashion,Russia,Russia,United Kingdom,F,40.6,Barlcays,True
2020-10-14,Wednesday,3,Visa,PIN,362,POS,Entertainment,USA,USA,United Kingdom,M,40.3,Metro,True
2020-10-13,Tuesday,0,MasterCard,Tap,19,POS,Fashion,Russia,Russia,United Kingdom,F,53.9,Metro,True
2020-10-13,Tuesday,23,MasterCard,PIN,108,POS,Entertainment,China,China,United Kingdom,M,40.1,Barlcays,True
2020-10-13,Tuesday,1,MasterCard,CVC,235,Online,Children,United Kingdom,Russia,United Kingdom,M,52.8,Metro,True
2020-10-14,Wednesday,2,MasterCard,CVC,20,Online,Services,China,China,United Kingdom,F,39.0,Halifax,True
2020-10-13,Tuesday,20,MasterCard,CVC,16,Online,Fashion,Russia,Russia,United Kingdom,M,36.4,HSBC,True
2020-10-14,Wednesday,13,MasterCard,CVC,9,Online,Electronics,United Kingdom,USA,United Kingdom,M,44.8,Halifax,True
2020-10-13,Tuesday,8,Visa,Tap,22,POS,Electronics,USA,USA,United Kingdom,F,41.7,Barclays,True
2020-10-14,Wednesday,21,Visa,PIN,7,ATM,Food,USA,USA,United Kingdom,M,52.9,Lloyds,True
2020-10-14,Wednesday,16,Visa,PIN,30,ATM,Electronics,USA,USA,United Kingdom,F,39.7,Monzo,True
2020-10-14,Wednesday,13,Visa,PIN,14,ATM,Gaming,China,China,United Kingdom,M,56.8,HSBC,True
2020-10-13,Tuesday,6,Visa,CVC,29,Online,Gaming,India,India,United Kingdom,M,38.0,Barclays,True
2020-10-14,Wednesday,22,MasterCard,CVC,25,Online,Children,USA,USA,United Kingdom,F,44.0,Monzo,True
2020-10-13,Tuesday,0,MasterCard,PIN,22,ATM,Subscription,India,India,United Kingdom,M,65.2,Barclays,True
2020-10-13,Tuesday,8,MasterCard,CVC,16,Online,Services,USA,USA,United Kingdom,F,40.6,Halifax,True
2020-10-13,Tuesday,3,MasterCard,Tap,9,POS,Subscription,India,India,United Kingdom,M,47.7,Barlcays,True
2020-10-13,Tuesday,3,Visa,CVC,22,Online,Subscription,Russia,Russia,United Kingdom,F,24.5,Lloyds,True
2020-10-14,Wednesday,2,Visa,Tap,8,POS,Electronics,China,China,United Kingdom,M,44.5,Barclays,True
2020-10-13,Tuesday,10,Visa,PIN,8,ATM,Services,China,China,United Kingdom,F,45.0,Lloyds,True
2020-10-14,Wednesday,1,Visa,CVC,19,Online,Subscription,China,China,United Kingdom,M,42.3,HSBC,True
2020-10-14,Wednesday,2,MasterCard,PIN,8,ATM,Electronics,United Kingdom,China,United Kingdom,M,44.4,RBS,True
2020-10-13,Tuesday,9,Visa,PIN,19,ATM,Restaurant,China,China,United Kingdom,F,55.2,Lloyds,True
2020-10-13,Tuesday,2,MasterCard,Tap,16,POS,Children,United Kingdom,India,United Kingdom,F,34.8,Monzo,True
2020-10-14,Wednesday,16,Visa,Tap,26,POS,Food,United Kingdom,USA,United Kingdom,M,47.6,Barlcays,True
2020-10-13,Tuesday,1,MasterCard,PIN,230,ATM,Electronics,India,India,United Kingdom,M,48.6,RBS,True
2020-10-14,Wednesday,6,Visa,CVC,16,Online,Services,USA,USA,United Kingdom,M,54.3,Barclays,True
2020-10-13,Tuesday,2,MasterCard,PIN,88,POS,Services,USA,USA,United Kingdom,M,30.4,Barclays,True
2020-10-13,Tuesday,16,MasterCard,PIN,14,ATM,Electronics,China,China,United Kingdom,F,47.9,Halifax,True
2020-10-14,Wednesday,5,MasterCard,CVC,25,Online,Services,Russia,Russia,United Kingdom,M,53.6,Barclays,True
2020-10-14,Wednesday,4,Visa,CVC,30,Online,Fashion,United Kingdom,Russia,United Kingdom,F,59.1,RBS,True
2020-10-13,Tuesday,1,Visa,PIN,6,ATM,Fashion,India,India,United Kingdom,M,38.1,Barlcays,True
2020-10-14,Wednesday,2,Visa,Tap,17,POS,Entertainment,USA,USA,United Kingdom,F,55.2,Barlcays,True
2020-10-14,Wednesday,7,Visa,Tap,7,POS,Subscription,China,China,United Kingdom,F,25.9,Barclays,True
2020-10-14,Wednesday,4,Visa,Tap,13,POS,Restaurant,United Kingdom,Russia,United Kingdom,F,46.1,Metro,True
2020-10-13,Tuesday,3,Visa,PIN,7,ATM,Electronics,USA,USA,United Kingdom,F,35.7,Barlcays,True
2020-10-13,Tuesday,14,MasterCard,PIN,5,ATM,Food,Russia,Russia,United Kingdom,M,23.4,Barclays,True
2020-10-13,Tuesday,17,Visa,Tap,9,POS,Products,USA,USA,United Kingdom,M,36.7,Monzo,True
2020-10-13,Tuesday,21,MasterCard,PIN,7,ATM,Children,China,China,United Kingdom,M,53.1,RBS,True
2020-10-13,Tuesday,5,Visa,Tap,14,POS,Children,Russia,Russia,United Kingdom,M,32.9,Barclays,True
2020-10-13,Tuesday,13,Visa,CVC,353,Online,Entertainment,China,China,United Kingdom,F,37.5,Halifax,True
2020-10-14,Wednesday,4,Visa,PIN,118,POS,Products,China,China,United Kingdom,M,37.4,Metro,True
2020-10-13,Tuesday,1,Visa,Tap,20,POS,Electronics,United Kingdom,Russia,United Kingdom,M,30.8,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,121,POS,Children,United Kingdom,Russia,United Kingdom,M,41.9,Barclays,True
2020-10-14,Wednesday,11,MasterCard,CVC,23,Online,Services,China,China,United Kingdom,F,41.3,Barlcays,True
2020-10-13,Tuesday,18,Visa,CVC,279,Online,Children,India,India,United Kingdom,F,42.3,Barlcays,True
2020-10-13,Tuesday,13,Visa,PIN,10,ATM,Fashion,India,India,United Kingdom,M,56.3,Barlcays,True
2020-10-14,Wednesday,7,MasterCard,Tap,12,POS,Gaming,Russia,Russia,United Kingdom,F,55.2,Barclays,True
2020-10-14,Wednesday,0,MasterCard,CVC,7,Online,Fashion,United Kingdom,China,United Kingdom,M,28.3,Barlcays,True
2020-10-13,Tuesday,6,Visa,Tap,21,POS,Products,India,India,United Kingdom,M,39.5,Barlcays,True
2020-10-14,Wednesday,1,Visa,CVC,165,Online,Fashion,India,India,United Kingdom,M,37.9,Barclays,True
2020-10-14,Wednesday,6,MasterCard,CVC,306,Online,Electronics,India,India,United Kingdom,M,55.1,Barclays,True
2020-10-13,Tuesday,2,Visa,CVC,25,Online,Restaurant,Russia,Russia,United Kingdom,F,50.5,Lloyds,True
2020-10-14,Wednesday,4,Visa,Tap,21,POS,Children,United Kingdom,India,United Kingdom,M,59.0,Barclays,True
2020-10-14,Wednesday,5,Visa,Tap,15,POS,Electronics,China,China,United Kingdom,F,45.5,Barlcays,True
2020-10-13,Tuesday,13,Visa,PIN,103,ATM,Children,USA,USA,United Kingdom,M,49.1,Metro,True
2020-10-14,Wednesday,3,MasterCard,PIN,200,POS,Children,USA,USA,United Kingdom,M,38.0,Metro,True
2020-10-14,Wednesday,9,MasterCard,PIN,14,ATM,Fashion,United Kingdom,India,United Kingdom,M,30.1,RBS,True
2020-10-13,Tuesday,3,Visa,Tap,29,POS,Restaurant,India,India,United Kingdom,F,44.9,HSBC,True
2020-10-13,Tuesday,2,Visa,PIN,309,ATM,Food,India,India,United Kingdom,M,36.0,Monzo,True
2020-10-14,Wednesday,2,Visa,CVC,11,Online,Fashion,USA,USA,United Kingdom,F,46.1,Barlcays,True
2020-10-14,Wednesday,11,Visa,PIN,22,ATM,Gaming,Russia,Russia,United Kingdom,M,52.3,Monzo,True
2020-10-13,Tuesday,22,Visa,Tap,7,POS,Fashion,India,India,United Kingdom,F,43.3,Lloyds,True
2020-10-13,Tuesday,4,Visa,PIN,326,ATM,Food,India,India,United Kingdom,M,42.7,HSBC,True
2020-10-13,Tuesday,6,MasterCard,CVC,20,Online,Products,Russia,Russia,United Kingdom,M,58.4,Halifax,True
2020-10-14,Wednesday,12,Visa,PIN,28,ATM,Subscription,USA,USA,United Kingdom,M,39.9,Metro,True
2020-10-13,Tuesday,12,Visa,PIN,21,ATM,Products,India,India,United Kingdom,M,52.7,Barlcays,True
2020-10-13,Tuesday,3,MasterCard,CVC,24,Online,Products,USA,USA,United Kingdom,M,53.3,Barclays,True
2020-10-13,Tuesday,12,Visa,CVC,26,Online,Subscription,China,China,United Kingdom,F,46.3,HSBC,True
2020-10-14,Wednesday,13,Visa,Tap,7,POS,Food,United Kingdom,Russia,United Kingdom,F,63.7,Metro,True
2020-10-13,Tuesday,13,MasterCard,CVC,8,Online,Food,China,China,United Kingdom,M,54.7,Lloyds,True
2020-10-13,Tuesday,6,Visa,CVC,98,Online,Children,China,China,United Kingdom,F,52.9,Metro,True
2020-10-13,Tuesday,15,Visa,CVC,20,Online,Children,USA,USA,United Kingdom,F,52.3,Monzo,True
2020-10-13,Tuesday,6,Visa,CVC,24,Online,Fashion,United Kingdom,Russia,United Kingdom,F,51.4,Monzo,True
2020-10-14,Wednesday,12,Visa,CVC,178,Online,Restaurant,China,China,United Kingdom,M,52.0,Metro,True
2020-10-14,Wednesday,3,MasterCard,PIN,16,ATM,Entertainment,Russia,Russia,United Kingdom,M,46.3,RBS,True
2020-10-13,Tuesday,3,Visa,CVC,23,Online,Products,Russia,Russia,United Kingdom,F,63.4,Barclays,True
2020-10-14,Wednesday,22,MasterCard,CVC,30,Online,Electronics,China,China,United Kingdom,F,44.3,Barclays,True
2020-10-13,Tuesday,22,Visa,PIN,29,ATM,Children,United Kingdom,Russia,United Kingdom,F,48.2,Barclays,True
2020-10-14,Wednesday,2,Visa,CVC,17,Online,Gaming,United Kingdom,Russia,United Kingdom,M,50.9,Lloyds,True
2020-10-14,Wednesday,6,MasterCard,Tap,18,POS,Electronics,Russia,Russia,United Kingdom,M,38.4,Monzo,True
2020-10-13,Tuesday,4,Visa,Tap,21,POS,Food,India,India,United Kingdom,F,65.1,Metro,True
2020-10-14,Wednesday,5,Visa,PIN,20,ATM,Food,United Kingdom,China,United Kingdom,M,57.0,Barclays,True
2020-10-14,Wednesday,4,Visa,CVC,283,Online,Fashion,Russia,Russia,United Kingdom,M,42.9,Lloyds,True
2020-10-13,Tuesday,2,Visa,PIN,5,ATM,Gaming,India,India,United Kingdom,M,40.7,Monzo,True
2020-10-14,Wednesday,22,MasterCard,CVC,13,Online,Products,USA,USA,United Kingdom,M,32.1,Barclays,True
2020-10-14,Wednesday,19,Visa,CVC,20,Online,Restaurant,USA,USA,United Kingdom,M,52.9,Lloyds,True
2020-10-14,Wednesday,6,MasterCard,CVC,19,Online,Services,Russia,Russia,United Kingdom,M,61.4,Barclays,True
2020-10-13,Tuesday,0,MasterCard,CVC,6,Online,Electronics,United Kingdom,USA,United Kingdom,M,44.7,Metro,True
2020-10-13,Tuesday,4,Visa,Tap,12,POS,Restaurant,United Kingdom,India,United Kingdom,M,57.9,HSBC,True
2020-10-13,Tuesday,18,MasterCard,PIN,8,ATM,Fashion,China,China,United Kingdom,M,63.1,Barclays,True
2020-10-14,Wednesday,5,Visa,Tap,11,POS,Services,Russia,Russia,United Kingdom,F,50.5,Barclays,True
2020-10-13,Tuesday,0,MasterCard,CVC,7,Online,Electronics,India,India,United Kingdom,F,45.1,Barclays,True
2020-10-13,Tuesday,6,MasterCard,PIN,368,POS,Electronics,USA,USA,United Kingdom,M,64.0,Barclays,True
2020-10-14,Wednesday,23,MasterCard,CVC,16,Online,Services,United Kingdom,USA,United Kingdom,F,45.7,Barclays,True
2020-10-14,Wednesday,16,Visa,CVC,52,Online,Food,USA,USA,United Kingdom,F,41.6,Monzo,True
2020-10-13,Tuesday,14,MasterCard,CVC,16,Online,Food,China,China,United Kingdom,M,35.7,Monzo,True
2020-10-13,Tuesday,3,MasterCard,CVC,6,Online,Gaming,India,India,United Kingdom,M,29.7,Barclays,True
2020-10-13,Tuesday,2,Visa,Tap,27,POS,Services,India,India,United Kingdom,F,62.9,Barclays,True
2020-10-13,Tuesday,4,Visa,CVC,16,Online,Children,India,India,United Kingdom,M,36.9,Halifax,True
2020-10-14,Wednesday,1,Visa,Tap,26,POS,Electronics,Russia,Russia,United Kingdom,M,56.4,Lloyds,True
2020-10-14,Wednesday,0,Visa,PIN,26,ATM,Fashion,USA,USA,United Kingdom,M,41.8,Barclays,True
2020-10-13,Tuesday,20,Visa,CVC,268,Online,Services,China,China,United Kingdom,F,53.5,Halifax,True
2020-10-13,Tuesday,0,MasterCard,CVC,64,Online,Fashion,USA,USA,United Kingdom,F,46.7,HSBC,True
2020-10-14,Wednesday,23,Visa,CVC,5,Online,Children,United Kingdom,India,United Kingdom,M,47.4,Barclays,True
2020-10-13,Tuesday,17,MasterCard,CVC,8,Online,Products,India,India,United Kingdom,M,74.8,Barlcays,True
2020-10-14,Wednesday,19,Visa,Tap,7,POS,Gaming,USA,USA,United Kingdom,M,36.4,HSBC,True
2020-10-14,Wednesday,0,MasterCard,Tap,18,POS,Food,India,India,United Kingdom,M,37.4,HSBC,True
2020-10-14,Wednesday,20,MasterCard,Tap,26,POS,Electronics,United Kingdom,Russia,United Kingdom,F,50.2,Barclays,True
2020-10-13,Tuesday,2,Visa,PIN,22,ATM,Products,India,India,United Kingdom,M,37.8,Lloyds,True
2020-10-13,Tuesday,7,Visa,CVC,5,Online,Services,India,India,United Kingdom,F,46.9,Metro,True
2020-10-13,Tuesday,3,Visa,CVC,13,Online,Services,USA,USA,United Kingdom,M,29.5,Halifax,True
2020-10-13,Tuesday,4,Visa,CVC,180,Online,Electronics,India,India,United Kingdom,M,60.3,Monzo,True
2020-10-13,Tuesday,6,Visa,CVC,16,Online,Gaming,USA,USA,United Kingdom,M,51.8,Barclays,True
2020-10-14,Wednesday,0,Visa,PIN,370,ATM,Children,United Kingdom,India,United Kingdom,M,49.2,Monzo,True
2020-10-13,Tuesday,13,MasterCard,CVC,6,Online,Fashion,India,India,United Kingdom,F,42.3,Lloyds,True
2020-10-14,Wednesday,1,Visa,CVC,24,Online,Entertainment,USA,USA,United Kingdom,M,64.6,Metro,True
2020-10-13,Tuesday,9,Visa,Tap,14,POS,Products,India,India,United Kingdom,F,39.8,Halifax,True
2020-10-14,Wednesday,15,Visa,Tap,15,POS,Fashion,USA,USA,United Kingdom,F,41.8,Barclays,True
2020-10-13,Tuesday,4,Visa,PIN,353,POS,Restaurant,Russia,Russia,United Kingdom,M,34.1,Barclays,True
2020-10-14,Wednesday,20,Visa,PIN,9,ATM,Entertainment,Russia,Russia,United Kingdom,M,58.1,Barclays,True
2020-10-14,Wednesday,12,MasterCard,Tap,22,POS,Services,Russia,Russia,United Kingdom,M,36.6,Metro,True
2020-10-14,Wednesday,18,Visa,CVC,23,Online,Products,India,India,United Kingdom,M,62.7,Barclays,True
2020-10-13,Tuesday,12,MasterCard,PIN,265,POS,Subscription,USA,USA,United Kingdom,M,44.5,Monzo,True
2020-10-14,Wednesday,21,Visa,CVC,26,Online,Children,Russia,Russia,United Kingdom,M,42.2,Barclays,True
2020-10-13,Tuesday,23,Visa,CVC,21,Online,Food,China,China,United Kingdom,M,47.6,RBS,True
2020-10-14,Wednesday,1,Visa,CVC,17,Online,Gaming,Russia,Russia,United Kingdom,M,42.3,Halifax,True
2020-10-13,Tuesday,3,MasterCard,Tap,22,POS,Children,USA,USA,United Kingdom,F,34.1,Barclays,True
2020-10-14,Wednesday,2,Visa,CVC,104,Online,Services,USA,USA,United Kingdom,M,33.1,Lloyds,True
